Id,Modularity Class
8511,14
8512,14
8513,14
8515,14
8518,14
8520,14
8521,14
8522,14
8523,14
8525,14
8526,14
8527,14
8528,14
8530,14
8531,14
8532,14
8533,14
8534,14
8535,14
8536,14
8537,14
8539,14
8541,14
8548,14
8549,14
8550,14
8551,14
8553,14
8554,14
8555,14
8557,14
8558,14
8559,14
8563,14
8564,14
8566,14
8567,14
8568,14
8569,14
8570,14
8572,14
8573,14
8574,14
8576,14
8644,14
8650,14
8652,14
8654,14
8658,14
8659,14
8665,14
8666,14
8667,14
8668,14
8671,14
8672,14
8673,14
8677,14
8681,14
8683,14
8685,14
8698,14
8699,14
8700,14
8701,14
8702,14
8703,14
8707,14
8708,14
8709,14
8710,14
8711,14
8712,14
8713,14
8714,14
8716,14
8717,14
8718,14
8719,14
8720,14
8721,14
8722,14
8723,14
8724,14
8725,14
8726,14
8727,14
8728,14
8729,14
8730,14
8731,14
8732,14
8733,14
8734,14
8735,14
8736,14
8737,14
8739,14
8740,14
8741,14
8742,14
8743,14
8744,14
8745,14
8746,14
8747,14
8748,14
8749,14
8750,14
8751,14
8752,14
8754,14
8755,14
8756,14
8758,14
8759,14
8760,14
8761,14
8762,14
8763,14
9052,14
9053,14
9056,14
26718,14
8499,14
11639,15
126,15
11653,15
11671,15
11673,15
14575,15
14897,2
11680,15
104,15
11678,15
11695,15
11701,15
12511,15
14509,15
14520,15
14557,15
14898,15
14899,15
14901,15
25326,15
445,15
78317,15
78318,15
78319,15
78320,15
78321,15
10764,15
14900,15
14902,15
155,15
17888,15
20670,15
20679,15
2106,15
2137,15
22309,15
23007,15
23916,15
25625,15
32740,15
34825,15
35011,15
36653,15
36742,15
36824,15
51085,15
51139,15
599,15
66672,15
66705,15
70457,15
77499,15
78431,15
78432,15
78434,15
78435,15
78436,15
78438,15
78439,15
78441,15
78442,15
78444,15
78446,15
78447,15
78448,15
78449,15
78450,15
78451,15
78452,15
78453,15
78454,15
78456,15
78457,15
78494,15
78495,15
78496,15
78497,15
78498,15
78499,15
78500,15
78501,15
78502,15
78503,15
78504,15
78505,15
78506,15
78507,15
78508,15
78509,15
78510,15
78511,15
78512,15
78513,15
78514,15
78515,15
78516,15
78517,15
78518,15
78519,15
78520,15
78521,15
78522,15
78523,15
78524,15
78525,15
78526,15
78527,15
78528,15
78529,15
78530,15
78531,15
78532,15
78533,15
78534,15
78535,15
78536,15
78537,15
78538,15
78539,15
78540,15
78541,15
11702,2
14806,15
15005,16
29344,16
87206,3
28200,17
17777,15
20688,7
20686,7
20743,7
20813,7
20749,7
26775,7
20806,18
20778,18
20807,18
20851,18
20946,18
21047,18
21055,18
21063,18
21069,18
21146,18
21147,18
21148,18
21149,18
21150,18
21151,18
21152,18
20840,21
21145,21
21158,21
20875,19
20691,19
20750,19
20771,19
20827,19
20857,19
21889,19
21891,19
21893,19
22949,19
23056,19
23062,19
23063,19
23066,19
23068,19
23069,19
23073,19
23472,19
24285,19
24619,19
24625,19
26327,19
26350,19
26452,19
26453,19
26454,19
26455,19
26456,19
26457,19
26458,19
26459,19
26460,19
26461,19
26462,19
26463,19
26464,19
26465,19
26466,19
26467,19
26468,19
26469,19
26470,19
26471,19
26472,19
26473,19
26474,19
26475,19
26476,19
26477,19
26478,19
26479,19
26480,19
26481,19
26482,19
26483,19
26484,19
26485,19
26486,19
26487,19
26488,19
26489,19
26490,19
26491,19
26492,19
26493,19
26494,19
26495,19
26496,19
26497,19
26498,19
26499,19
26500,19
26501,19
26502,19
26503,19
26504,19
26505,19
26506,19
26507,19
26508,19
26509,19
26510,19
26511,19
26512,19
26513,19
26514,19
26515,19
26516,19
26517,19
26518,19
26519,19
26520,19
26521,19
26522,19
26523,19
26524,19
26525,19
26526,19
26527,19
26528,19
26529,19
26530,19
26531,19
26532,19
26533,19
26534,19
26535,19
26536,19
26537,19
26538,19
26539,19
21019,20
23933,20
26450,20
26451,20
26540,20
21084,21
21456,21
21457,21
21153,21
21176,22
20848,22
21045,22
21054,22
21056,22
21064,22
21066,22
21088,22
21092,22
21093,22
21096,22
21097,22
21100,22
21103,22
21106,22
21107,22
21110,22
21114,22
21115,22
21118,22
21119,22
21129,22
21130,22
21141,22
21155,22
21159,22
21177,22
21178,22
21179,22
21180,22
21181,22
21182,22
21183,22
21184,22
21185,22
21186,22
21187,22
21188,22
21189,22
21190,22
21191,22
21192,22
21193,22
21194,22
21195,22
21196,22
21197,22
21198,22
21199,22
21200,22
21201,22
21202,22
21203,22
21204,22
21205,22
21206,22
21207,22
21208,22
21209,22
21210,22
21211,22
21212,22
21213,22
21214,22
21215,22
21216,22
21217,22
21218,22
21219,22
21220,22
21221,22
21222,22
21223,22
21224,22
21225,22
21226,22
21227,22
21228,22
21229,22
21230,22
21231,22
21232,22
21233,22
21234,22
21235,22
21236,22
21237,22
21238,22
21239,22
21240,22
21241,22
21242,22
21243,22
21244,22
21245,22
21246,22
21247,22
21248,22
21249,22
21250,22
21251,22
21252,22
21253,22
21254,22
21255,22
21256,22
21257,22
21258,22
21259,22
21260,22
21261,22
21262,22
21263,22
21264,22
21265,22
21266,22
21267,22
21268,22
21269,22
21270,22
21271,22
21272,22
21273,22
21274,22
21275,22
21276,22
21277,22
21278,22
21279,22
21280,22
21281,22
21282,22
21283,22
21284,22
21285,22
21286,22
21287,22
21288,22
21289,22
21290,22
21291,22
21292,22
21293,22
21294,22
21295,22
21296,22
21297,22
21298,22
21299,22
21300,22
21301,22
21302,22
21303,22
21304,22
21305,22
21306,22
21307,22
21308,22
21309,22
21310,22
21311,22
21312,22
21313,22
21314,22
21315,22
21316,22
21317,22
21318,22
21319,22
21320,22
21321,22
21322,22
21323,22
21324,22
21325,22
21326,22
21327,22
21328,22
21329,22
21330,22
21331,22
21332,22
21333,22
21334,22
21335,22
21336,22
21337,22
21338,22
21339,22
21340,22
21341,22
21342,22
21343,22
21344,22
21345,22
21346,22
21347,22
21348,22
21349,22
21350,22
21351,22
21352,22
21353,22
21354,22
21355,22
21356,22
21357,22
21358,22
21359,22
21360,22
21361,22
21362,22
21363,22
21364,22
21365,22
21366,22
21367,22
21368,22
21369,22
21370,22
21371,22
21372,22
21373,22
21374,22
21375,22
21376,22
21377,22
21378,22
21379,22
21380,22
21381,22
21382,22
21383,22
21384,22
21385,22
21386,22
21387,22
21388,22
21389,22
21390,22
21391,22
21392,22
21393,22
21394,22
21395,22
21396,22
21397,22
21398,22
21399,22
21400,22
21401,22
21402,22
21403,22
21404,22
21405,22
21406,22
21407,22
21408,22
21409,22
21410,22
21411,22
21412,22
21413,22
21414,22
21415,22
21416,22
21417,22
21418,22
21419,22
21420,22
21421,22
21422,22
21423,22
21424,22
21425,22
21426,22
21427,22
21428,22
21429,22
21430,22
21431,22
21432,22
21433,22
21434,22
21435,22
21436,22
21437,22
21440,23
21441,23
21445,7
21448,21
21168,21
21449,21
21451,18
22544,24
22604,24
22484,24
22487,24
22488,24
22491,24
24273,24
25496,24
26447,24
26414,21
26416,21
26417,18
21867,18
26418,21
26557,7
26558,7
26696,25
26697,25
26698,25
28230,3
29051,3
34589,3
39711,3
40289,3
41004,3
