Id,Modularity Class
14315,7
14501,17
14553,7
14557,7
14559,17
14890,17
15258,7
15259,17
15260,7
15261,7
15262,5
15263,17
15264,17
15265,17
15266,17
15267,17
15268,17
15269,7
15270,17
15271,7
15272,7
15273,7
15274,7
15275,17
15276,7
15277,17
15278,7
15279,10
15280,7
15281,7
15282,7
15283,17
15284,7
15285,7
15286,17
15287,7
15288,7
15289,7
15290,7
15291,4
15292,7
15293,17
1883,7
1894,7
1959,7
2105,17
2238,7
22809,7
22810,7
2288,7
2379,1
383,17
4077,20
416,17
4460,17
4463,7
4698,17
546,17
5486,7
5999,17
6058,20
7007,20
804,7
815,17
8366,20
922,7
9323,1
954,7
9812,7
9935,20
498,34
128,17
131,17
360,10
447,10
448,34
129,17
10260,34
11900,17
1230,17
12376,17
12377,10
146,17
1548,34
19884,17
20023,17
280,1
28267,17
34493,17
4554,17
4556,17
47493,17
47495,17
47501,17
5556,17
661,17
667,17
719,17
909,17
919,34
526,17
646,17
66647,17
711,17
138,17
425,1
140,17
4217,17
656,17
142,17
439,17
5543,17
611,34
64006,19
143,1
1061,1
1233,1
1272,1
134,1
1377,17
1399,1
1412,7
148,1
17293,64
17909,32
19630,17
2049,1
2050,1
20549,1
2271,1
261,1
2710,1
2827,1
2842,1
2919,17
2939,1
2969,1
2978,1
3006,17
3012,8
3013,8
3015,8
3018,1
3019,1
3082,1
3537,1
3585,1
3850,34
3860,20
4083,1
4269,1
446,1
46264,1
518,34
5314,1
5459,19
5477,16
5529,1
59090,1
5996,1
63966,1
64197,1
64198,1
64199,1
64202,1
64203,1
64211,1
6721,1
7204,1
744,0
764,8
765,8
7745,17
7827,1
874,1
930,1
144,17
11685,17
11753,17
11890,17
11904,17
12389,17
12515,17
12517,17
13359,17
13364,64
1371,1
13988,17
14504,17
1533,17
15881,17
17661,17
17781,17
17890,17
17976,17
19450,17
19465,7
22800,17
24011,7
24761,17
28737,17
28749,17
29442,4
3067,1
31138,17
31447,17
318,1
3354,17
35235,17
399,17
437,17
444,17
445,17
45097,17
4574,17
4684,17
493,1
5097,1
5277,7
5287,17
5290,17
5305,1
5470,17
5905,34
622,17
714,34
736,17
7463,17
750,17
756,34
7742,17
8109,17
8150,8
8307,17
85709,17
85717,17
85719,17
85742,17
85767,17
885,17
9321,63
10222,20
10394,1
1218,34
130,17
13354,17
14026,17
14474,34
14720,17
17098,17
17739,17
17855,1
18146,4
19097,17
2100,34
2104,1
23029,7
29457,4
29958,64
2999,20
3026,34
31514,17
32641,17
3282,34
3292,34
33678,17
33683,17
33687,17
33725,17
33727,17
33737,17
33743,17
33783,17
33784,17
33811,17
33817,17
33860,17
33864,17
3442,20
3604,4
3697,34
3882,34
3945,34
4063,17
4072,34
4163,34
4215,32
4220,34
429,17
4430,17
4537,17
4589,34
4598,20
4717,17
4790,17
515,34
5539,63
5580,34
5611,34
6681,20
6737,17
6779,17
6820,20
6851,17
7010,17
7838,34
787,1
8305,17
9313,17
9322,17
153,17
154,64
156,17
68316,17
161,0
10391,0
10752,0
10753,0
10754,0
10755,0
10757,0
10759,7
10760,0
10762,0
10763,0
10764,0
10765,0
10766,0
10767,0
1884,0
1895,7
2020,19
2106,0
2126,32
233,0
24704,0
26912,0
276,0
29927,0
29928,0
29929,0
315,0
3447,0
4314,7
4505,7
4506,7
4508,7
478,0
5033,0
505,7
510,7
5178,7
549,7
5682,0
5683,7
5753,0
645,7
8601,0
807,4
10266,0
10269,0
11368,0
11370,0
11381,0
7813,0
8608,0
194,0
10390,0
10468,64
272,0
27529,0
2924,0
29841,0
29842,0
29843,64
29844,0
3275,0
8346,0
8347,0
8695,0
9969,0
101,0
292,0
8580,0
10442,0
10444,0
1277,10
1281,10
1393,4
24534,0
2640,0
2657,0
29946,0
301,0
33790,0
381,0
489,7
556,17
59639,0
619,10
697,10
812,10
835,34
215,64
10793,0
5359,40
71,0
8403,65
217,17
225,17
1394,0
265,0
40021,0
58435,0
69248,32
241,7
20770,7
3117,17
248,3
249,20
10164,20
10166,20
10168,20
10173,20
10181,20
10188,20
10189,20
10191,20
10192,20
10195,20
10196,20
10200,20
10204,4
10211,20
10213,20
10215,20
10216,8
10217,20
10218,20
10219,20
10220,32
10221,20
10223,20
10224,17
10225,20
11686,17
11689,17
11692,17
1180,17
11822,17
1183,17
11891,17
11893,17
11894,17
11901,17
11903,17
11906,17
11907,17
1198,17
1204,17
1209,17
1211,17
1227,17
1384,17
14308,17
14322,17
14323,17
14324,17
14325,4
14326,17
14327,17
14329,17
14330,17
14331,17
14333,17
14334,17
14496,17
14497,17
14498,17
149,17
155,17
158,17
1610,20
1848,20
2054,17
2060,20
2098,17
2132,20
2140,20
244,17
259,20
262,17
2666,20
2828,20
2845,20
2876,20
2934,20
2965,17
3034,5
3040,20
3054,20
3055,20
3059,20
3077,20
3127,20
3128,20
3135,20
3140,8
3156,1
3157,8
3161,20
3176,16
3197,18
3223,20
326,17
332,17
3367,20
3374,20
3456,20
3465,20
3466,20
3471,20
3472,20
3484,20
3577,20
3582,20
3620,20
3641,20
3647,5
3672,8
368,17
3747,20
382,17
3884,20
3891,20
3948,1
4138,17
4195,8
4196,20
420,17
423,17
4232,20
4248,20
432,17
4336,8
4429,8
4458,17
4512,17
4557,20
4623,34
4625,20
4653,20
4722,17
4798,20
4848,20
4865,8
4868,8
4870,8
5161,8
5164,8
5173,20
5175,20
5199,8
5201,20
5213,8
5217,8
5221,8
5361,20
5365,1
5366,20
5456,20
5471,20
5475,20
5530,20
5646,64
5672,17
599,17
6048,20
6095,20
631,20
6587,20
6610,1
6612,20
6613,20
6617,20
6623,20
6625,20
6629,20
6632,20
6636,20
6638,20
6648,20
6653,20
6654,1
6655,20
6658,20
6664,20
6666,20
6668,1
6673,20
6679,20
6683,20
6685,20
6688,20
6690,20
6693,17
6697,20
6699,20
6700,20
6701,20
6703,20
6709,20
6710,20
6711,20
6713,20
6732,20
6738,20
6739,20
6744,20
6746,20
6747,20
6750,20
6752,20
6759,20
6765,20
6767,20
6771,20
6777,20
6781,34
6782,20
6783,20
6787,20
6791,20
6792,20
6793,20
6795,20
6796,20
6797,20
6798,20
6799,20
6800,20
6806,20
6811,19
6814,20
6815,20
6817,20
6818,20
6819,20
6823,20
6828,20
6829,20
6830,19
6833,20
6835,20
6838,20
6839,20
6840,20
6847,20
6849,20
6850,20
6853,20
6857,20
6862,20
6872,19
6877,20
6881,20
6982,5
7023,20
7088,20
7091,1
7114,20
7427,20
7730,20
7750,20
7754,20
7919,20
8190,20
8196,7
8367,20
10378,0
6635,20
9820,0
10434,0
8319,0
267,19
10976,21
11138,19
11151,99
11649,49
2905,1
31526,1
41625,19
501,5
5204,7
558,34
5769,34
641,34
738,13
78909,19
9186,20
939,19
10354,0
10360,0
10374,0
17246,1
275,0
288,0
32891,0
34533,0
58359,0
58360,0
58361,0
7894,0
9823,0
32646,0
47438,0
58258,0
58263,0
10388,0
27446,0
29786,0
29794,0
29810,0
32864,0
32873,0
32874,0
32902,0
43296,0
8361,0
8627,0
8333,0
14312,17
77483,10
1010,20
11653,17
11982,17
1200,17
1221,17
1276,17
15885,17
15889,17
15898,17
1612,1
17647,17
17752,17
1888,1
19901,32
2316,1
24035,17
30531,17
340,17
341,17
34424,17
34590,17
347,17
35008,17
35078,17
3599,17
3745,17
385,17
4985,17
5706,17
581,5
6112,17
68213,17
68234,17
68240,17
68250,17
68346,17
78263,17
78264,17
78265,17
78266,17
78267,17
78268,17
78269,17
78270,17
78271,17
78272,17
78273,17
78274,17
78275,17
78276,17
78277,17
78278,17
78279,17
78280,17
78281,17
78282,17
78283,17
78284,17
78285,17
78286,17
78289,17
78290,17
78360,17
78361,17
78484,17
78487,17
7968,1
917,1
9962,17
29414,0
29905,0
8619,34
11526,7
11533,7
11538,7
11540,7
1185,7
1236,7
1414,7
1415,7
1494,7
1521,7
1522,7
1523,7
1524,7
1525,7
1526,7
1573,7
17275,34
1815,20
2027,7
2161,7
2162,20
24231,7
24235,7
24238,7
24243,7
24244,7
24245,7
24246,7
24247,7
24249,7
24250,7
27991,7
3061,8
3158,7
3160,7
3723,7
38215,7
3838,7
3985,7
4034,7
4071,7
4212,7
4213,7
4216,8
4265,8
4282,7
4820,7
4845,7
4859,7
4860,7
5200,7
5203,7
5645,7
6036,7
663,34
6768,34
7763,7
811,10
12372,5
14507,1
14517,1
17635,1
17639,1
17778,7
17910,1
1829,1
22019,1
2259,1
3028,8
3214,1
33241,1
3412,1
34905,1
424,1
436,64
450,1
4564,1
4594,1
5275,8
5422,1
563,1
568,32
68186,1
913,17
12519,17
14719,32
8630,17
77584,17
925,7
2986,1
3204,1
3351,1
3433,1
3879,4
4076,4
5313,1
77475,1
465,8
482,7
490,1
491,34
494,7
500,7
506,7
511,7
529,7
530,7
531,34
536,7
545,7
553,7
554,10
562,10
572,34
573,10
586,7
590,34
591,7
595,34
617,34
620,10
621,5
624,34
642,34
643,1
698,7
700,20
704,7
720,34
780,7
896,7
912,7
924,7
1066,34
1067,34
1068,34
1070,34
1071,34
1076,34
1077,34
1078,34
1079,34
1300,34
1306,34
1310,34
1315,34
1317,34
1318,34
1323,34
1325,34
1328,4
1331,34
1332,34
1334,34
1335,34
1336,34
1338,34
1360,34
1376,34
1492,34
1546,34
1552,34
1586,34
1587,34
1588,34
1589,34
28215,34
499,34
508,34
509,34
519,34
538,34
600,34
603,34
610,34
616,5
623,34
625,34
626,7
673,34
674,5
679,34
686,34
708,34
713,34
726,5
730,34
733,34
735,34
743,7
748,8
749,5
755,17
762,34
767,34
775,34
778,7
817,34
851,34
854,34
856,34
857,4
864,34
877,34
905,34
914,34
928,34
936,34
985,34
492,7
25636,7
1833,7
1835,7
961,7
497,7
1598,7
1602,7
1605,7
2846,1
602,7
11525,34
1329,34
14040,64
1550,34
39728,34
495,5
52021,5
52879,34
5613,34
607,34
618,10
76415,34
76431,34
76436,34
789,34
995,79
1019,7
1623,7
1798,7
187,7
2074,7
20983,7
2165,7
22701,7
23276,7
23277,7
23278,7
24016,7
24017,7
24018,7
512,7
541,7
542,7
543,7
548,7
577,7
580,7
636,7
1080,5
12383,5
1316,5
1330,5
1498,5
1532,7
1547,34
15893,5
17905,5
2135,5
2369,5
2502,5
29265,5
31562,5
35722,5
3605,5
362,5
36306,5
3740,5
39811,5
40934,5
4284,5
5176,5
52007,5
52009,5
52010,5
52012,5
52013,5
52015,5
52019,5
52020,5
52022,5
52023,5
52024,5
52030,5
52033,5
52034,5
52035,5
52041,5
52052,5
52053,5
52059,5
52062,5
52064,5
52066,5
52068,5
52069,5
52075,5
52084,5
52103,5
52124,5
52130,5
52140,5
52149,5
52158,5
52189,5
52190,5
52193,5
52196,5
52197,5
52212,5
52223,5
5355,8
5360,5
5441,5
5483,1
5624,5
5632,5
605,8
634,5
654,5
823,34
849,79
859,63
871,5
9830,5
1199,7
1538,34
17913,7
1813,7
1885,8
21521,7
2353,19
3017,8
3031,8
3035,7
3036,8
3152,8
33067,7
33196,7
3557,8
3559,8
3583,8
3602,8
3648,8
3666,8
4234,1
4252,5
4278,8
4288,7
4333,7
4504,7
4507,7
4509,7
4579,0
4663,7
4858,8
5162,8
5166,5
5190,8
5211,8
5214,7
5358,7
5364,20
5367,7
5368,7
5369,7
5371,7
5373,7
5411,5
5461,7
5630,5
5633,5
5640,7
5688,7
5690,7
766,8
899,7
9012,7
1831,7
1069,34
1295,34
1364,34
1539,34
1540,34
1541,34
1545,34
1549,34
1551,34
17343,34
20933,7
690,34
693,34
722,34
802,79
825,34
889,34
927,34
982,34
517,10
1074,34
11679,7
11691,17
11701,7
11773,17
11824,17
13320,7
136,64
1574,7
19495,7
20022,1
20683,7
20684,7
21010,7
21534,17
29643,0
30538,17
33086,7
33126,17
3579,32
49738,17
6790,7
78139,17
78140,17
78141,17
78160,17
78161,17
78167,17
78170,17
1189,7
1217,7
1234,7
901,7
1413,7
2021,7
20984,7
2123,6
2124,7
2125,7
8392,7
8396,7
8397,7
8414,7
8419,7
8428,7
8431,6
8527,7
8566,7
8792,7
1223,7
12356,64
1246,7
17140,7
18339,34
20575,7
20586,7
20667,6
20676,7
20677,7
20737,6
20740,67
20741,7
20742,7
20743,67
20750,7
20752,6
20753,7
20762,7
20764,67
20765,7
20766,7
20768,7
20771,67
20773,7
20774,7
20787,19
20801,7
20806,7
20807,7
20809,7
20811,67
20813,67
20814,7
20819,6
20823,7
20824,7
20825,7
20827,67
20839,7
20840,7
20848,70
20850,7
20855,7
20857,67
20858,7
20861,7
20867,7
20869,7
20872,7
20879,6
20887,6
20892,6
20894,7
20918,7
20926,7
20928,7
20931,7
20938,7
20945,7
20946,70
20955,7
20962,7
20968,7
20970,67
20974,7
21015,7
21018,6
21019,67
21022,7
21024,7
21037,7
2122,67
2137,17
2262,7
3413,7
4503,7
731,7
7462,7
7682,7
8399,7
8511,65
8657,6
8735,65
8742,65
8918,7
8957,7
9060,7
1596,7
2099,7
2234,7
2333,7
25297,7
5042,7
828,7
8652,65
1953,7
1062,34
1063,34
13899,34
15484,34
17714,34
20053,34
2482,34
27583,34
27862,34
28206,34
28214,34
28216,34
28217,34
28221,34
28224,34
28231,34
28234,34
28235,34
28238,34
28250,34
28252,34
28254,34
28258,17
28259,34
28295,34
28296,34
28297,13
28312,34
28323,34
28327,34
28342,34
28346,34
28370,34
28376,34
28378,34
28379,13
28401,34
28422,34
3081,1
3137,34
3458,34
3704,17
3728,34
3927,34
3932,34
4176,17
4280,34
4459,34
4465,34
5191,34
5198,34
5240,34
5247,34
5270,34
5414,34
5618,34
5902,34
592,34
6017,34
6656,20
696,34
746,34
761,34
1614,0
2237,0
575,17
24637,7
2018,7
5415,13
845,7
960,7
1392,7
1562,7
1563,7
1759,7
2031,7
2073,7
20830,7
22277,7
22456,6
2256,6
770,7
8435,6
596,7
598,8
22923,7
3129,8
3141,8
3142,8
3155,8
3448,8
3624,8
3629,8
3706,8
4309,8
4869,8
5177,7
5219,8
11523,5
3147,8
3149,8
3150,8
3530,8
3609,8
4511,8
5193,8
5208,8
5210,8
5212,8
5215,8
5216,8
5218,8
5220,8
5222,8
52427,8
2176,34
3169,7
3180,7
3863,34
5898,34
953,7
1542,34
1543,34
1544,34
19800,34
2170,34
2171,34
2172,34
2173,34
2376,34
5615,34
5616,34
5617,34
567,34
628,34
718,34
15910,64
17368,17
2638,34
2907,7
31435,34
34450,34
34787,34
35231,34
36592,64
37621,34
5236,34
52716,34
52721,34
52722,34
52723,34
52726,34
52731,34
52740,34
587,34
6106,4
630,34
809,34
8634,34
902,34
2310,10
40967,10
1249,1
1279,34
1312,34
1572,1
1603,1
2273,34
28397,34
4183,34
5452,1
61851,34
61864,34
1064,34
1072,34
1308,34
1309,34
1313,34
1321,34
1324,34
1326,34
1553,34
2177,34
2178,34
2179,34
24014,7
2641,34
5139,34
54490,34
5622,34
808,64
20428,34
745,34
1302,20
34414,20
35709,20
3903,20
672,20
769,20
782,20
1814,5
3144,7
597,5
771,5
12513,17
1593,1
17175,34
17193,34
17194,34
17264,34
17265,34
17276,34
19662,34
19985,63
19986,34
19987,34
2117,17
2397,34
24131,34
27328,34
27580,34
28230,34
2839,1
2850,1
28922,34
28968,34
31460,34
3191,17
3281,34
3283,34
3284,34
3286,34
3293,34
3298,34
3303,34
3307,34
3382,34
3395,34
34111,34
34151,34
34544,34
34608,64
35128,32
3600,17
3701,34
3722,34
3727,34
3735,34
3870,34
3941,34
3951,34
4112,34
4158,34
4287,34
454,17
45956,34
4819,34
4857,34
4961,34
4978,34
4979,34
5197,34
5272,7
5381,34
5467,17
5502,34
5514,17
5517,34
5519,34
5538,34
5540,4
5541,34
5563,34
5596,34
5891,34
69953,34
7458,34
763,34
7644,34
774,34
77537,34
7826,34
80020,34
8612,34
86230,34
86233,34
86234,34
86241,34
86243,34
86245,34
86266,34
86268,34
86280,34
86312,34
86318,34
86323,34
86324,34
86325,34
86326,34
86327,34
86328,34
86336,34
86366,34
86367,34
86399,34
12514,1
1608,1
3873,63
40402,34
40588,34
1911,34
2023,19
4219,34
4224,34
4226,34
4227,34
4240,34
4246,34
4259,34
4267,20
4268,34
4275,34
4281,34
4294,8
4302,34
796,7
669,17
682,7
684,7
1536,7
665,7
10288,20
11520,1
1352,1
15454,32
15494,20
15500,20
15557,20
15747,4
15749,20
15756,20
15758,1
15760,4
15765,20
15767,20
15769,20
15773,20
15775,20
15777,20
15778,20
15786,20
15788,20
15791,34
15796,20
15798,20
15807,20
15808,20
15820,34
15826,20
15914,20
15941,1
17643,4
17646,4
17734,20
18239,20
18265,20
18267,20
18280,20
18282,20
19417,7
27392,20
28687,64
29163,24
29167,20
29189,1
29192,20
29419,20
29933,0
3090,20
3165,1
3276,20
3355,1
34338,20
3457,1
3468,1
34822,24
35176,64
36184,20
3702,1
3707,34
3715,1
3719,1
37894,1
44136,20
45051,20
45052,20
45060,20
4533,20
46252,20
46253,64
46255,20
46256,20
46257,20
4632,20
50345,20
52077,20
5288,1
5301,1
5304,24
5309,34
5310,34
5311,34
5312,34
5315,20
5334,1
5341,1
5342,1
5343,1
5344,1
53919,34
53981,20
5410,4
5443,20
5468,64
5487,20
5496,24
7475,4
843,1
908,1
3430,1
1201,7
1215,7
1237,7
1238,7
1240,7
1241,7
15960,7
1892,7
20746,7
20906,6
20964,6
2143,7
25676,7
25896,7
25897,7
25898,7
25899,7
25900,7
25901,7
25902,7
5497,7
728,10
1009,10
1274,10
1275,10
1278,10
1280,10
1283,10
1528,34
1567,10
2296,10
2478,10
2520,10
2554,10
2555,10
502,10
50831,10
593,10
689,10
705,10
777,10
841,10
875,10
10973,7
11528,7
11531,7
11534,7
11536,7
11539,7
11548,7
1213,1
1243,7
1244,7
1849,7
1850,7
19992,7
21029,7
21832,7
23709,7
24178,7
24232,7
24233,7
24234,7
24236,7
24237,34
24239,7
24240,7
24241,7
24242,7
24248,7
24251,7
24252,7
24253,7
24254,7
3119,20
3163,20
36709,7
38150,7
3840,7
3841,7
3968,7
4407,7
4596,7
5416,7
5610,7
799,1
2168,34
17234,34
14572,17
2062,17
5571,32
759,1
15461,34
1820,34
4555,34
571,64
4304,19
3048,8
784,20
1516,34
1557,6
17215,34
20606,34
29182,32
29275,34
33290,32
39616,34
39631,34
39639,34
39640,34
39655,34
39666,34
39673,34
39710,34
39735,34
39739,34
4310,7
4467,34
1350,1
1896,1
19399,1
20808,1
24036,1
2701,8
29135,8
29953,1
34959,1
34960,1
34961,1
34962,1
34963,1
34964,1
34965,1
4344,1
4346,1
5658,8
61606,1
1346,34
1056,79
15768,34
17146,4
29159,4
3463,1
41289,4
4214,4
4577,4
45813,4
4585,34
5303,1
53379,4
53393,4
53394,4
53404,4
53422,4
53432,4
53433,4
53440,4
53473,4
53493,4
53502,4
40597,10
17287,10
28743,34
40876,34
742,34
2094,10
848,7
1395,7
45540,34
45545,34
45592,34
842,4
53380,4
53861,4
54092,4
54093,4
54094,4
54095,4
54096,4
26325,5
46666,5
5412,5
5631,5
7486,17
2233,17
23898,17
11680,7
11695,7
11702,7
1245,7
14902,7
1493,7
15016,7
15482,7
17755,7
17776,7
17777,8
17850,7
1867,7
1881,7
19609,7
19637,7
19653,7
2022,7
20668,7
20671,7
20682,7
20916,7
20934,7
20975,7
21491,7
21498,7
21507,7
21510,7
21511,7
21512,7
21513,7
21517,7
21518,7
21520,7
21525,7
21643,7
22034,7
22217,7
23310,7
23456,7
23743,7
23744,7
23745,7
23746,7
23747,7
23748,7
23749,7
24013,7
414,7
5037,7
5179,7
5372,7
6692,7
9931,7
907,64
3014,1
3108,20
3405,8
49627,1
49628,1
49629,1
49630,1
49631,1
49632,1
49633,1
49634,1
49635,1
49636,1
20925,7
520,7
64815,7
78244,7
78248,7
78422,7
951,7
15766,34
20061,34
2886,1
3730,34
3755,34
5526,34
5601,34
61561,34
61563,34
61567,34
61568,34
61577,34
61579,34
61580,34
61584,34
61596,34
61598,34
61610,34
61616,34
938,1
3646,8
3737,34
8174,1
944,4
946,7
1504,7
1505,7
947,64
81782,1
81793,64
81895,64
81896,64
81897,64
81898,64
81899,64
81900,64
81901,64
81902,64
948,17
1891,64
36190,17
80340,19
77162,7
11672,7
11673,64
11678,17
11681,7
12511,7
13316,7
14320,7
15019,7
15578,7
15661,7
17656,32
17658,7
17683,7
17685,17
17888,7
18437,7
19626,7
2064,7
20670,7
20679,7
20693,7
20833,7
2096,6
20965,7
21522,7
21523,7
2160,7
21648,17
21652,7
22028,7
23028,7
23030,7
23031,7
23032,7
23033,7
23034,7
23035,7
23036,32
23037,7
23038,63
23039,7
23040,32
23042,7
23044,7
23045,7
23046,7
23047,32
23048,7
23049,7
23050,7
23051,7
23053,7
23054,7
23055,7
25326,7
25327,7
25328,7
363,17
4483,1
4650,7
4667,32
739,7
78173,7
7889,17
8944,65
9011,7
9314,63
9837,7
9888,32
4334,8
28354,79
17080,5
23362,20
6626,20
6859,20
17284,1
17295,1
17300,1
17324,16
17330,1
17337,1
2972,1
300,1
3918,1
5442,1
5493,1
17125,34
56555,34
6717,32
86249,34
86321,34
86941,34
87035,34
28805,34
33881,34
40718,34
24132,34
3000,34
3451,1
36769,34
3713,1
3716,34
3734,34
37571,34
5286,34
57167,34
71211,34
71215,34
71220,34
71224,34
71256,34
71257,34
71258,34
71265,34
71271,34
71336,34
71341,34
71389,34
1595,7
25517,7
17268,7
28998,34
61583,7
1197,7
1226,7
2028,7
21463,7
21499,7
6604,7
971,17
6018,1
1239,7
1247,7
14597,7
15904,7
15936,7
15954,7
15956,7
17763,7
20745,7
20844,7
22951,7
23002,7
23079,7
23080,7
23081,7
23082,7
23083,7
23084,7
23085,7
23086,7
23878,7
25630,7
25631,7
2616,64
585,7
6728,7
7468,7
7696,7
1609,1
1007,0
2169,34
4595,4
2468,5
4731,5
52178,5
17263,34
3880,7
3979,34
4558,34
4991,34
5889,34
8173,34
11369,34
2480,34
28975,34
4976,34
1363,34
34545,34
28789,34
6886,34
1367,7
1373,11
10267,11
10466,11
10769,11
10771,11
10806,11
1374,11
14522,11
1502,11
1515,11
1556,11
1566,11
3202,11
32381,11
4211,11
4329,11
49625,11
5634,11
58331,11
58332,11
64035,1
1380,8
29468,8
39672,8
5447,20
8103,8
1386,0
53649,4
2960,1
31427,1
31428,1
31429,1
3907,1
3917,1
5549,1
9989,1
1400,9
1401,9
1402,9
1403,9
21703,7
23273,7
1495,19
348,5
14489,10
1554,34
19575,64
2093,34
2249,34
2250,34
2254,34
2255,34
2418,34
2423,34
2614,34
2615,34
2622,34
28665,79
28781,34
28782,4
28783,34
28784,34
29034,34
29068,34
29110,34
29129,17
4290,7
45634,34
4641,34
4822,79
50542,34
50820,34
5268,34
55060,34
5671,34
5784,34
7670,34
87061,34
87062,34
942,64
9860,34
1529,10
1530,10
19562,10
2658,10
28804,10
333,10
35756,10
4760,10
5029,10
5034,10
52873,10
5853,10
59595,10
59637,10
791,10
1354,1
22027,7
3133,8
3935,7
4225,7
5196,8
5637,8
5638,8
5639,8
18430,1
1943,34
28340,79
28345,79
1555,17
22808,1
2289,1
28678,1
61874,1
6734,20
36378,7
38313,7
5644,7
1578,0
10705,0
1531,0
15611,0
17788,0
238,64
27575,0
29883,17
3244,0
3253,64
33780,0
52667,64
5451,0
5495,0
9910,0
2166,4
2167,34
2175,34
2181,34
2244,34
5614,34
5619,34
5620,34
5621,34
644,34
17161,34
17348,1
17914,1
18417,1
2048,1
28688,1
29018,1
29019,1
29020,1
2980,1
3008,1
3057,1
3069,1
3070,1
3071,1
3075,34
3173,1
3174,1
3178,1
3199,20
3205,1
3215,1
3230,1
3322,1
3324,1
3425,1
3432,1
3443,1
3455,1
3480,1
3544,1
3578,1
3580,1
3592,20
3694,1
3703,34
3709,1
3712,1
3714,20
3717,1
3718,1
3720,1
3721,1
3845,34
3862,1
3924,1
4088,20
4755,34
4778,1
5195,8
5279,1
5280,1
5281,20
5282,1
5283,1
5284,1
5285,1
5289,34
5291,34
5292,34
5293,34
5294,1
5295,34
5296,1
5297,1
5298,34
5299,1
5300,1
5302,1
5306,1
5307,1
5308,1
5316,1
5317,1
5318,1
5319,34
5320,1
5321,1
5322,1
5323,1
5324,34
5325,1
5326,1
5327,1
5328,1
5329,1
5330,1
5331,1
5332,1
5333,1
5335,1
5336,1
5337,1
5338,1
5339,20
5340,1
5345,1
5346,1
5347,1
5348,1
5349,1
5350,1
5351,1
5352,1
5353,1
5376,34
5423,1
9010,1
949,34
1599,7
1601,7
1607,8
64403,1
64727,1
1819,8
1860,17
11675,17
14685,17
1866,64
17087,64
17088,64
17116,64
17138,64
329,64
342,64
5421,1
1901,11
2005,17
1956,17
2006,17
15953,19
17747,19
19578,19
3203,19
3233,19
34940,19
4805,19
10709,0
11432,0
11433,0
11434,0
11435,0
52160,0
58284,0
58443,0
58780,0
59620,0
59621,0
59622,0
59623,0
59624,0
59625,0
59626,0
59627,0
8461,0
2129,19
2840,64
2962,1
31477,1
31688,1
3229,1
3923,63
55777,1
56906,1
6094,1
83656,1
83659,1
929,24
2052,17
2072,11
22753,6
2088,17
2090,7
42856,34
435,17
77171,34
