Id,Modularity Class
4722,3
556,62
5672,3
581,18
656,3
69853,3
787,3
8307,3
954,12
12521,17
13988,3
14557,3
153,3
17661,3
19030,12
2137,12
2379,3
245,3
27519,22
29964,3
30508,3
3082,3
3329,17
33723,3
399,22
4112,62
437,3
444,3
4574,3
493,62
5287,3
5305,20
5486,18
5509,3
622,20
70336,3
718,3
736,20
7742,3
85713,3
85714,3
85715,3
85717,3
85737,3
85750,3
885,22
145,3
30602,3
12376,12
12377,3
12515,3
157,3
17758,3
19495,12
29925,3
32740,3
40982,3
429,3
4460,12
4568,3
5028,3
70846,3
10403,3
1062,62
11297,3
11513,3
11517,3
12821,3
13357,3
14026,3
14027,3
14474,3
14479,3
14480,20
14640,3
15018,3
152,3
15461,62
15484,62
15617,3
15663,3
1571,18
15947,3
17193,62
17197,20
17228,20
17714,3
18273,3
19097,3
19113,3
19193,3
20430,62
20440,3
22043,3
270,39
27412,3
27429,3
27477,3
27562,3
27588,3
28258,62
28633,3
28767,3
28769,3
28937,3
28985,3
29480,3
3006,3
30159,3
3024,3
32106,3
32609,3
32637,3
3292,3
3309,62
33682,3
33683,3
33684,3
33686,3
33695,3
33717,3
33764,3
33783,3
3381,3
33818,3
33819,3
33820,3
33821,3
33822,3
33823,3
33824,3
33825,3
33826,3
33827,3
33828,3
33829,3
33830,3
33831,3
33832,3
33833,3
33834,20
33835,20
33836,3
33837,3
33838,3
33839,3
33840,20
33841,3
33842,3
33843,3
33844,3
33845,3
33846,3
33847,3
33848,3
33849,3
33850,3
33851,3
33852,3
33853,3
33854,3
33855,3
33856,3
33857,3
33858,3
33859,3
33862,3
33869,3
3481,3
35258,3
35260,3
3545,3
3600,3
3697,3
3704,20
3850,20
385,3
3891,3
3944,18
4163,3
4183,3
4220,3
4703,3
4717,3
4796,18
5191,62
5293,20
5328,20
5329,20
5505,3
5529,3
5543,3
5548,3
5550,20
5552,18
5611,3
5905,3
6017,62
6700,3
6782,22
684,3
7660,3
7664,22
7714,20
7716,3
7719,3
7720,3
7726,3
773,3
7755,3
7756,3
8133,3
8286,3
8381,3
8594,3
8612,3
8634,3
9313,3
9321,3
976,3
9843,3
9905,3
9956,3
154,3
15469,3
156,3
160,39
10388,0
29643,12
29668,12
29921,0
479,12
58760,12
8370,12
89,0
165,1
166,1
167,1
184,20
193,22
807,20
95,20
188,62
10,62
10444,62
1064,22
1066,62
1069,62
1080,18
1279,62
1306,62
1309,22
1312,62
1315,62
1317,62
1323,62
1326,22
1329,62
1330,18
1334,62
1358,62
1538,62
15538,62
19622,62
2091,62
22020,62
2289,62
2327,62
233,62
2362,62
2366,18
2369,18
2371,62
2373,62
2378,62
2384,62
2388,62
2392,62
2394,18
2396,62
2397,62
2398,62
2494,62
2609,62
2619,62
2640,62
2643,62
2645,62
28472,62
28727,62
4392,62
4467,62
501,18
509,62
517,22
519,62
5247,62
5356,62
545,12
554,12
558,62
562,16
566,20
572,62
585,62
592,20
596,62
600,62
603,62
616,18
617,20
618,18
620,62
624,62
642,62
663,16
673,114
674,62
686,62
689,12
696,62
705,62
713,20
714,62
720,20
730,62
762,62
775,16
811,62
817,62
825,62
828,12
835,20
854,62
864,62
877,62
892,62
9,62
928,62
985,16
995,62
202,0
292,0
476,0
214,0
215,3
11061,3
17613,3
25634,3
25635,3
26103,3
33154,3
33155,3
33157,3
33158,3
33159,3
98,3
108,0
23004,12
25317,12
307,0
33037,12
8319,0
8361,12
8403,12
8627,0
8632,0
8678,12
9045,0
241,3
1374,13
248,2
3213,17
259,20
749,20
10173,3
10248,20
10249,20
10341,39
10447,39
10700,39
11697,39
11774,39
120,39
1299,39
13366,39
1354,39
13581,39
13649,39
1383,39
1386,39
14052,3
14298,39
14332,39
14377,39
15026,39
15598,39
15647,39
1572,18
15817,20
1582,39
15885,39
15924,39
1601,39
1611,18
169,39
17095,39
17135,39
17225,20
17234,20
17240,20
17241,20
17243,20
17244,20
17245,20
17246,20
17264,39
17267,20
17371,20
17770,39
17855,39
17909,39
17910,39
18136,39
18197,39
18198,19
18202,39
18203,39
18204,39
18205,39
18206,39
18207,39
18208,39
18209,39
18210,39
18211,39
18212,39
18213,39
18214,39
18215,39
18216,39
18217,39
18218,39
18219,39
18220,39
18221,39
18222,39
18223,39
18224,39
18225,39
18226,3
18227,39
18228,39
18229,39
18342,39
19141,39
19400,39
19401,39
19402,39
19403,39
19404,39
19405,39
19406,39
19407,39
19414,39
19528,39
19589,39
19593,39
19767,39
19768,39
19769,39
19770,39
19771,39
19772,39
19773,39
19774,39
19775,39
19776,39
19777,39
19778,39
19779,39
19780,39
19781,39
19782,39
19783,39
19784,39
19785,39
19786,39
19787,39
19788,39
19789,39
19790,39
19791,39
19792,39
19793,39
19794,39
19795,39
19796,39
19797,39
19798,39
19799,39
19800,39
19801,39
19802,39
19803,39
19985,62
20044,39
2049,20
20533,39
20592,20
22019,39
22025,39
2260,39
22808,12
22953,0
23033,39
236,39
2453,39
250,39
2608,16
27377,39
27493,39
27538,39
27583,39
28267,39
28349,39
28668,39
2871,20
2876,21
2886,20
28951,39
2905,20
2908,39
29214,39
2934,21
29420,39
29534,39
2962,21
29640,39
29671,39
29679,39
29683,39
29719,21
29732,39
29744,0
29754,39
29770,39
29773,39
29777,39
29778,39
29781,39
29782,39
29787,39
29797,39
29798,39
29804,39
29812,39
29820,39
29823,39
29843,39
2986,20
29877,39
2992,39
29982,39
30010,39
3008,20
3009,20
3014,39
3026,62
30344,39
3041,20
3043,20
3046,20
3052,20
3053,20
3054,20
3055,20
30552,39
3083,39
3108,39
3120,39
3146,39
3197,20
3198,20
3205,20
3216,39
3229,20
3230,20
3231,20
32570,39
32583,39
32605,39
32617,39
32678,39
32694,39
32768,39
32809,39
32882,0
32883,0
32884,0
32887,0
32893,39
32895,0
32909,39
3296,39
330,39
3328,20
3351,20
33566,39
3372,20
33780,17
3422,20
3430,20
3433,20
34416,39
34440,39
3446,20
34498,42
3469,39
34779,39
34780,39
34781,39
34782,39
34783,39
34784,39
34785,39
34786,39
34787,39
34788,39
34789,39
34790,39
3479,39
34791,39
34792,39
34793,39
34794,39
34917,39
34973,39
35059,39
35066,39
35107,39
35242,39
3536,20
35448,39
3553,20
357,39
35756,39
3589,39
36168,39
36177,39
3635,39
3637,20
3641,20
3648,16
3652,20
3670,20
3701,62
3728,62
3731,62
37911,39
37912,39
37913,39
37914,39
37915,39
37916,39
37917,39
38356,39
3868,20
3882,62
3885,39
389,39
3893,62
390,39
3910,20
3914,3
3923,39
3927,39
3931,3
3933,39
3938,3
3945,39
3948,39
3965,20
39849,39
40274,39
4078,39
4084,39
409,39
4094,39
4121,39
4137,39
4143,3
4146,62
4152,39
4159,39
4165,39
41660,42
4172,39
4173,39
41790,39
4184,20
4196,20
42126,39
42191,39
42305,39
42306,39
42307,39
42309,39
42310,39
42874,39
43306,39
436,39
4363,39
4456,39
4459,39
4464,39
4465,39
4466,39
44677,39
45149,39
45157,39
4541,39
45807,39
4587,39
4593,39
4613,39
4631,39
4701,39
4716,39
475,39
4760,12
4773,39
4776,39
4798,39
48028,39
48061,39
48065,39
48078,39
4809,39
48091,39
5166,18
5167,39
5169,39
52415,39
52565,39
52573,39
52576,39
52583,39
52643,39
52772,39
52783,39
52789,39
52800,39
5282,20
5283,20
5284,20
5286,20
5291,20
5294,20
5296,20
5307,20
5316,20
5319,20
53592,39
53615,39
53617,39
53618,39
53619,39
53620,39
5379,16
5452,39
5465,18
5469,18
5475,39
5502,62
5527,20
5541,62
5549,3
55972,39
55985,39
55986,39
55987,39
55988,39
55989,39
55990,39
55991,39
55992,39
55993,39
55994,39
55995,39
55996,39
55997,39
55998,39
55999,39
56000,39
5600,39
56001,39
56002,39
56003,39
56004,39
56005,39
56006,22
56007,39
56008,39
56009,39
56010,39
56011,39
56012,39
56013,39
56014,39
56015,39
56016,39
56017,39
56018,39
56019,39
56020,39
56021,39
56022,39
56023,39
56024,39
56025,39
56026,39
5607,20
58469,39
597,18
605,16
621,39
63284,39
65011,39
65012,39
65013,39
65014,39
65015,39
65016,39
65017,39
65018,39
65019,39
65020,39
65021,39
6617,20
6665,20
6668,20
6715,39
6732,39
6754,39
6759,39
6773,20
67740,39
67741,39
67742,39
67743,39
6786,39
6787,39
6795,39
6797,20
6803,39
68177,39
68178,39
68179,39
68180,39
6818,39
6823,39
6827,39
6850,39
6860,39
7010,39
72,0
7459,39
7481,39
7499,22
7508,21
7661,39
7708,20
7730,39
774,62
7790,39
7791,39
7794,39
7829,39
7894,39
7915,39
795,20
8347,39
8385,39
8621,39
8633,39
913,39
938,20
939,20
9814,39
9948,39
9969,39
9987,39
273,0
321,12
43031,12
58253,12
8599,12
281,12
1178,12
288,12
300,20
2980,20
301,12
318,13
1566,13
322,22
12378,22
1349,22
1533,22
19581,22
23350,22
37851,22
37852,22
60189,22
60190,22
60197,22
60391,114
60425,22
60449,22
60468,22
6684,22
9836,22
323,0
7665,0
324,13
304,13
337,3
342,3
345,62
1516,62
1861,62
2246,62
2247,62
2248,62
2249,62
2250,62
2251,62
2252,62
2253,62
2254,62
2386,62
29073,62
5243,62
76993,62
76994,62
982,62
871,3
10220,18
35489,3
35953,3
6778,3
68213,3
68214,3
68227,70
68232,3
68233,3
68234,3
68235,70
68238,3
68247,3
68321,3
8694,3
388,3
391,0
32902,0
76378,12
402,16
414,12
1010,12
10973,12
1189,12
1202,12
1213,12
1217,12
1234,12
1294,12
1414,12
1415,12
1494,12
1521,12
1522,12
1523,12
1524,12
1525,12
1526,12
1527,12
1574,12
1595,12
1813,12
1815,12
4071,12
505,12
5201,12
5203,16
5645,16
579,12
591,12
604,12
796,16
901,12
11718,3
68217,3
68224,3
68236,3
68304,3
68317,3
11526,12
11533,12
11538,12
11540,12
11541,12
11543,12
1185,12
1236,12
2027,12
2161,12
2162,12
2234,12
24231,12
24235,12
24240,12
24246,12
24247,12
24253,12
27995,12
27996,12
27997,16
3135,12
3148,12
3158,16
3160,16
3161,16
31666,12
3723,16
3838,12
3841,12
4212,16
4213,16
4216,16
4282,16
4820,12
4845,16
4846,16
4848,16
4859,12
4860,16
5200,16
5204,16
5644,16
6036,12
6768,12
7763,12
424,3
1179,12
1248,3
428,18
33251,3
11520,3
14880,3
15760,20
17788,3
18146,3
20677,12
2353,18
34615,3
5301,20
5454,3
5496,62
5633,18
564,18
700,18
70906,3
735,20
7666,3
1215,12
78834,12
454,3
12518,3
19624,3
2100,3
34111,3
4091,3
5514,3
5540,3
5585,3
458,0
10369,0
10390,0
10391,0
178,0
197,0
2924,0
312,0
32912,0
32961,0
8595,0
470,3
30025,3
472,3
491,12
495,12
496,12
500,12
507,12
512,12
531,62
536,12
542,12
548,12
555,5
569,12
574,5
586,12
601,12
609,12
610,62
631,18
633,5
636,12
637,62
644,12
653,16
659,12
660,12
668,12
672,18
691,5
699,5
707,20
721,12
728,62
734,5
737,12
738,12
739,12
753,5
792,12
793,12
813,62
857,20
861,12
876,12
890,12
897,12
899,18
920,3
943,5
580,12
492,12
17639,12
1370,18
1819,62
1820,62
571,62
761,62
2120,12
5187,59
1532,12
2145,12
2146,12
2147,12
2148,12
2149,12
2150,12
2151,12
485,12
497,42
1598,42
1550,62
40159,12
40823,87
40862,87
5005,62
508,12
76413,62
816,62
863,62
1019,12
1036,12
1040,12
486,12
513,12
543,12
553,12
606,12
961,5
1071,18
1075,18
1076,62
1316,18
1360,20
1552,62
1607,18
1612,18
1814,18
2135,18
2402,20
2516,16
29740,18
3034,18
3141,16
3163,18
3471,3
3605,18
3624,16
3740,20
3895,18
4192,18
4334,16
4407,8
4858,16
5163,16
52007,18
52009,18
52012,18
52013,18
52016,18
52018,18
52021,18
52022,18
52023,18
52024,18
52027,18
52034,18
52036,18
52044,18
52049,18
52053,18
52054,18
52056,18
52063,18
52073,18
52076,18
52078,18
52090,18
52098,18
52107,18
52132,18
52135,18
52136,18
52143,18
52150,18
52163,18
52164,18
52169,18
52171,18
52203,18
5370,18
5441,18
5461,20
5624,18
5980,13
6106,21
634,18
652,18
6849,18
6982,18
722,18
746,12
748,18
766,16
799,18
808,18
823,18
851,62
859,18
1077,62
17905,18
2022,12
2517,16
2611,62
2663,12
3012,16
3017,16
3028,16
3035,16
3118,12
3133,16
3140,16
3142,16
3147,16
3150,16
3152,16
33066,12
33181,12
3557,16
3559,16
3583,16
3612,16
3664,12
3666,16
3672,16
3706,16
4202,16
4252,18
4269,20
4314,12
4333,12
4336,16
4429,16
4470,12
4504,12
4505,12
4506,12
4508,12
4509,12
4557,16
4579,18
4663,18
4764,18
4778,18
4851,16
5046,12
5161,16
5162,16
5164,16
5165,16
5171,16
5173,3
5175,20
5177,12
5214,12
5220,16
5275,18
5357,12
5358,12
5359,15
5360,12
5361,12
5362,12
5363,12
5364,12
5365,16
5366,21
5367,12
5368,12
5369,12
5371,12
5372,12
5373,12
5374,12
5411,42
547,12
5479,18
549,12
5630,12
5640,12
5658,18
7919,18
1278,62
510,12
1063,62
1539,62
3169,62
3180,3
3845,20
5422,20
5423,62
5424,62
607,62
29192,20
10759,12
11680,12
11715,70
11731,12
11826,12
14890,12
15276,12
1530,62
2073,6
20977,12
2160,12
43925,12
4507,12
78141,12
8288,12
1868,62
1869,62
76980,62
2102,12
1207,12
3117,3
5680,62
679,62
10351,12
1197,12
1200,12
1226,12
1245,12
1247,12
136,3
17776,12
1895,12
2028,12
2052,22
2096,12
2106,12
2129,3
23716,12
24109,12
24317,12
2480,62
25336,12
25671,12
2828,12
4250,12
4483,12
916,12
9962,12
1391,12
1563,12
2021,4
22631,12
22754,6
8431,12
962,12
1181,12
1182,12
1183,12
1184,12
1186,12
1187,12
1188,12
1190,12
1191,12
1192,12
1193,12
1194,12
1195,12
1196,12
1201,12
1203,12
1205,12
1206,12
1208,12
1210,12
1212,12
1214,12
1216,12
1218,12
1219,12
1220,12
1221,12
1222,12
1223,12
1224,12
1225,12
1228,12
1229,12
1231,12
1232,12
1233,12
1235,12
1237,12
1238,12
1239,12
1240,12
1241,12
1242,12
1249,12
1352,20
15531,12
1608,20
17140,12
17844,20
1798,4
18246,12
20727,4
20731,12
20738,4
20740,12
20741,12
20742,55
20743,12
20748,55
20750,12
20756,12
20761,55
20764,12
20765,12
20766,12
20767,55
20768,55
20771,12
20773,12
20776,6
20811,55
20813,12
20816,12
20821,12
20827,12
20829,12
20836,55
20840,55
20856,12
20869,12
20874,12
20883,12
20910,12
20915,12
20924,12
20934,12
20936,12
20939,12
20942,55
20943,12
20944,55
20959,12
20971,55
20978,12
21013,12
21017,12
211,12
2139,12
3897,12
417,12
5277,12
5497,12
731,12
7462,3
841,12
963,12
971,12
33146,12
76876,62
1079,20
1307,62
1331,62
1335,62
1336,62
1340,62
1517,20
1541,62
1549,62
18327,62
19449,40
19986,62
20001,62
20621,62
28214,62
28224,62
28229,62
28240,62
28241,62
28243,62
28248,62
28255,62
28270,62
28283,62
28324,62
28328,62
28372,62
28398,62
28409,62
28411,39
28425,62
28445,62
28462,62
28463,62
3061,8
3081,62
3137,40
3480,20
3756,20
3932,16
4225,16
4272,62
4280,62
4310,62
4468,39
4584,18
4857,62
4979,62
5482,20
7644,62
8293,62
630,16
635,16
1371,8
2273,62
1579,5
1591,5
1592,5
1839,5
1840,5
1841,5
1842,5
1843,5
662,5
760,5
10192,12
1135,6
11544,12
11545,12
11546,12
1411,12
15960,12
17777,12
17888,12
1886,12
1887,12
1889,12
1890,12
1891,12
2060,12
20683,12
20788,12
20855,12
20916,12
21009,12
2138,12
2140,12
2141,12
21475,12
21602,12
21603,8
21604,12
21605,12
2262,12
22746,4
23001,12
2332,12
23343,12
23754,12
25305,12
25533,12
25676,12
4287,12
4503,12
5632,12
6625,12
6648,12
6796,12
7114,12
8398,6
8427,6
8435,12
9077,12
9931,12
52105,18
52225,18
1392,12
1402,62
1562,59
1623,12
2020,12
2030,12
2031,12
20830,12
22277,12
22583,12
22803,12
22804,12
23303,12
23304,12
23305,12
25400,12
25518,12
25620,12
26335,12
26337,12
5799,16
770,12
17755,12
10443,62
1065,62
1067,16
1068,22
1070,16
1078,20
1082,62
1300,62
1308,62
1310,62
1311,62
1313,62
1318,62
1321,22
1322,62
1324,62
1325,62
1327,62
1333,62
1337,62
1338,62
1376,62
1492,62
1593,20
29058,7
29239,62
4976,62
4978,62
4984,62
4989,62
4992,62
628,62
708,20
726,62
733,62
802,62
847,62
856,62
905,16
936,62
968,62
36384,18
40967,18
1274,62
1280,62
1578,62
625,12
1168,5
1253,5
1254,5
1255,5
1256,5
1257,5
1258,5
1259,5
1260,5
1261,5
1262,5
1263,5
1264,5
1265,5
1266,5
1267,5
1268,5
1269,5
1271,5
701,5
872,5
893,5
11369,62
11516,62
1364,62
14300,21
1540,62
17175,62
17265,62
17276,62
17722,62
19987,62
2117,3
2176,62
2177,62
2614,62
27343,62
2850,8
3092,62
31446,20
3173,62
3191,3
3281,62
3283,62
3284,62
3286,20
3293,62
3303,62
3307,62
3382,62
3395,20
3482,62
3485,17
3722,62
3735,62
3739,62
3863,62
3880,16
3935,16
3941,3
4176,62
4179,62
4181,62
4267,20
4533,40
4623,62
4779,3
4961,62
5196,62
5270,62
5888,62
6075,62
6781,20
69854,62
69953,62
7745,3
86234,62
86264,62
86267,62
86284,62
86299,55
86347,62
86376,62
889,62
953,62
1295,62
40422,62
645,12
20016,12
24610,12
3122,12
1002,18
1789,16
1911,16
4230,16
4231,16
4241,16
4249,16
4256,16
4260,16
4263,16
4273,16
4276,16
4281,16
4290,62
4304,17
4305,16
4313,16
865,16
667,3
1055,114
1059,114
1060,114
11433,114
12131,114
13835,114
14809,114
2062,114
28906,114
3449,18
535,42
54032,114
54060,114
54161,114
54162,114
54163,114
54164,114
54165,114
54166,114
54167,114
54168,114
54169,114
54170,114
54171,114
54172,114
54173,114
54174,114
54175,114
54176,114
54177,114
54178,114
54179,114
54180,114
54181,114
54182,114
54183,114
54184,114
54185,114
54186,114
54187,114
54188,114
54189,114
54190,114
54191,114
54192,114
54193,114
54194,114
54195,114
54196,114
54197,114
54198,114
54199,114
54200,114
54201,114
54202,114
54203,114
54204,114
54205,114
54206,114
54207,114
54208,114
54209,114
54210,114
54211,114
54212,114
54213,114
54214,114
54215,114
54216,114
54217,114
54218,114
54219,114
54220,114
54221,114
54222,114
54223,114
54224,114
54225,114
54226,114
54227,114
54228,114
54229,114
54230,114
54231,114
54232,114
54233,114
54234,114
54235,114
54236,114
54237,114
54238,114
54239,114
54918,114
54919,114
54920,114
54921,114
54922,114
54923,114
54924,114
626,114
717,114
7483,114
11523,18
12372,18
23381,18
3598,18
6877,18
2401,62
690,62
77009,62
27620,59
33073,12
5033,12
50478,59
50508,59
50552,59
50740,12
50769,59
51068,59
51235,12
5810,12
2169,62
333,62
61635,62
61655,62
61780,62
3762,19
1573,16
2259,3
2947,20
3048,16
31699,16
3987,16
4511,16
50352,16
5477,3
57958,16
57977,16
57981,16
3155,16
187,12
2165,12
12512,3
28435,7
34105,62
3875,62
39619,62
39624,62
39631,62
39640,62
39642,62
39649,62
39654,62
39671,62
39716,62
39737,62
5354,16
5660,16
5902,16
798,12
11537,12
3886,12
10222,20
15914,20
31531,20
3170,20
3217,20
3219,20
3463,20
4214,20
43325,20
4598,20
53378,20
53391,20
53394,20
53396,20
53403,20
53404,20
53406,20
53432,20
53436,20
53463,20
53464,20
53467,20
53475,20
53499,20
53522,20
5410,20
6695,20
7464,20
40597,62
29110,18
52033,18
52066,18
52291,18
1892,12
845,5
2227,5
960,16
1072,62
1073,62
1074,62
1314,62
1319,62
1320,62
1328,62
1332,62
1554,62
1587,62
1589,62
2168,62
499,62
10623,62
28477,62
1546,62
1553,62
914,62
10619,20
12354,20
3702,20
53518,20
53861,20
53884,20
53921,20
54290,20
19662,62
40581,62
4696,62
6717,42
8290,17
86486,62
86942,62
86946,62
87001,62
87018,62
87030,62
87060,62
87106,62
87174,62
87197,62
10760,12
11695,12
11701,12
11702,12
11812,12
14902,12
15016,12
15291,42
15482,12
17121,12
17652,12
17658,12
17850,12
1812,12
18437,12
1867,12
1881,12
19417,12
19609,12
19637,12
19653,12
20575,12
20668,12
20676,12
20682,12
20684,12
20833,12
2092,12
21491,12
21492,12
21498,12
21507,12
21510,12
21511,12
21512,12
21513,12
21515,12
21516,12
21517,12
21518,12
21520,12
21521,12
21522,12
21525,12
21643,12
21648,12
21657,12
22034,12
22217,12
23310,12
23458,12
23743,12
23744,12
23746,12
23747,12
23748,12
23749,12
24181,12
24190,12
3442,12
4288,12
4501,12
4625,21
5037,12
5179,12
7682,12
9012,12
925,12
1270,5
908,20
63092,16
8196,8
17263,20
19992,20
2878,3
3131,62
3726,20
3730,20
3901,42
4233,20
44221,62
4585,20
5315,20
61561,62
61563,62
61565,62
61568,62
61575,62
61576,33
61577,33
61578,33
61582,62
61590,33
61592,62
61605,62
8590,62
8715,62
3919,20
71105,20
3646,16
58792,15
8327,0
10445,20
2948,20
42886,20
5578,20
944,62
28268,62
34925,40
4457,3
4345,62
932,62
1017,20
11521,13
18297,13
2268,13
3025,13
3065,13
32281,13
3460,20
35671,13
3818,13
58662,13
9430,13
15804,20
17150,20
17284,20
17292,20
17293,16
17302,20
17308,20
17319,20
17321,20
19432,20
2960,20
3000,20
3355,20
3418,20
3451,20
3694,20
3894,20
3918,20
57491,20
2879,20
3075,20
32087,20
3417,18
3734,20
3888,20
47947,62
61769,62
61772,62
76394,62
76395,62
76398,62
76400,62
76401,62
76406,62
8624,62
46251,20
1927,20
24132,20
2967,20
31403,20
31735,20
3432,20
3713,20
54246,20
54322,20
54783,20
5542,20
71206,20
71211,20
71219,20
71220,20
71222,20
71225,20
71228,20
71229,20
71231,20
71234,20
71239,20
71240,20
71244,20
71245,20
71247,20
71249,20
71254,20
71256,20
71270,20
71279,20
71282,20
71301,20
71304,20
71313,20
71315,20
71316,20
71317,20
71322,20
71325,20
71329,20
71349,20
71354,20
71358,20
71378,20
71381,20
71386,20
71391,20
71400,20
52047,18
1173,6
1034,6
1087,6
1088,6
1089,6
1090,6
1092,6
1094,6
1095,6
1097,6
1099,6
1100,6
1101,6
1102,6
1104,6
1106,6
1107,6
1108,6
1110,6
1111,6
1112,6
1113,6
1115,6
1116,6
1117,6
1119,6
1120,6
1121,6
1123,6
1124,6
1125,6
1126,6
1127,6
1128,6
1129,6
1131,6
1134,6
1137,6
1138,6
1139,6
1141,6
1142,6
1143,6
1144,6
1145,6
1146,6
1148,6
1150,6
1151,6
1152,6
1153,6
1154,6
1156,6
1157,6
1158,6
1160,6
1164,6
1165,6
1166,6
1167,6
1169,6
1171,6
1172,6
1174,6
1176,6
1177,6
1510,6
1511,6
1512,6
1513,6
2009,6
2015,6
729,6
879,6
948,12
15889,3
15904,12
15936,12
20746,12
23084,12
23259,12
24322,12
24684,12
2836,12
4544,18
839,12
10789,12
17154,12
19529,20
2979,20
63098,12
1304,6
22755,6
2907,16
22951,12
26210,12
13257,12
20744,12
20832,12
23281,12
25302,12
25307,12
25308,12
25309,12
25310,12
25311,12
25312,12
25313,12
25314,12
2705,12
4339,12
51057,12
1109,12
15915,12
22042,12
23265,12
23266,12
23267,12
23268,12
23269,12
23270,12
23271,12
23272,12
25589,12
25590,12
25591,12
25592,12
25593,12
25594,12
25595,12
25596,12
25597,12
25598,12
25599,12
25600,12
25601,12
25602,12
25603,12
25604,12
25605,12
25606,12
25607,12
25608,12
25609,12
25610,137
25611,12
25612,12
25613,12
25614,12
25615,12
3425,20
7805,12
11390,12
15267,12
17641,42
19418,12
19419,12
19420,12
19421,12
3285,12
3904,12
3917,18
3942,18
5493,3
6693,3
2046,62
455,70
3271,20
3475,12
3745,20
456,20
6108,12
1301,62
87011,62
3458,62
6679,62
1548,16
598,16
28789,62
5235,62
1551,62
2104,20
3331,40
39795,62
6750,12
6862,62
8328,12
15766,20
1375,62
19883,62
23435,62
28775,7
28868,20
29114,62
29115,62
29116,62
29252,62
29253,62
3298,62
3727,20
4819,16
7826,62
28260,62
28528,62
28924,62
28925,62
5240,39
20547,62
78083,20
78084,20
1367,12
2977,12
28782,62
1373,13
1502,13
1515,13
28949,13
3202,13
32345,13
32381,13
40224,13
4211,13
4329,13
7688,13
2173,62
5617,62
949,62
1380,16
1390,62
10679,62
10041,20
10042,20
17323,20
17334,0
2887,16
31427,20
31429,20
31430,20
31433,20
31436,20
31440,20
31445,20
31452,20
31460,20
31483,20
31493,20
3585,39
5334,20
11531,12
11534,12
21029,12
24232,12
